"study_name_rare","source_rare","study_name_common","source_common","trait_rare","trait_common","tier","match_type"
"ukb-wes-gb-00000833","genebass","ukb-b-10167","ukb","Operation code (salpingectomy)","Operation code: vasectomy","all","fuzzy3"
"ukb-wes-gb-00002339","genebass","ukb-b-1020","ukb","Operative procedures - secondary OPCS4 (Z56.7 Extensor muscle of hand)","Operative procedures - secondary OPCS: Z70.5 Lower end of radius NEC","all","fuzzy3"
"ukb-wes-gb-00002390","genebass","ukb-b-1020","ukb","Operative procedures - secondary OPCS4 (Z77.4 Upper end of tibia NEC)","Operative procedures - secondary OPCS: Z70.5 Lower end of radius NEC","all","fuzzy3"
"ukb-wes-gb-00000547","genebass","ukb-b-10258","ukb","Treatment/medication code (epaderm ointment)","Treatment/medication code: paroxetine","all","fuzzy3"
"ukb-wes-gb-00002110","genebass","ukb-b-10263","ukb","Operative procedures - secondary OPCS4 (Y08.9 Unspecified laser therapy to organ NOC)","Operative procedures - secondary OPCS: Y80.9 Unspecified general anaesthetic","all","fuzzy3"
"ukb-wes-gb-00002229","genebass","ukb-b-10263","ukb","Operative procedures - secondary OPCS4 (Y91.9 Unspecified external beam radiotherapy)","Operative procedures - secondary OPCS: Y80.9 Unspecified general anaesthetic","all","fuzzy3"
"ukb-wes-gb-00002248","genebass","ukb-b-10281","ukb","Operative procedures - secondary OPCS4 (Z09.4 Ulna nerve)","Operative procedures - secondary OPCS: Z89.6 Finger NEC","all","fuzzy3"
"ukb-wes-gb-00002439","genebass","ukb-b-10281","ukb","Operative procedures - secondary OPCS4 (Z90.4 Lower leg NEC)","Operative procedures - secondary OPCS: Z89.6 Finger NEC","all","fuzzy3"
"ukb-wes-gb-00002441","genebass","ukb-b-10281","ukb","Operative procedures - secondary OPCS4 (Z90.6 Great toe NEC)","Operative procedures - secondary OPCS: Z89.6 Finger NEC","all","fuzzy3"
"ukb-wes-gb-00002443","genebass","ukb-b-10281","ukb","Operative procedures - secondary OPCS4 (Z90.9 Leg region NEC)","Operative procedures - secondary OPCS: Z89.6 Finger NEC","all","fuzzy3"
"ukb-wes-gb-00002461","genebass","ukb-b-10281","ukb","Operative procedures - secondary OPCS4 (Z98.6 Short saphenous vein)","Operative procedures - secondary OPCS: Z89.6 Finger NEC","all","fuzzy3"
"ukb-wes-gb-00002462","genebass","ukb-b-10281","ukb","Operative procedures - secondary OPCS4 (Z98.9 Vein of lower limb NEC)","Operative procedures - secondary OPCS: Z89.6 Finger NEC","all","fuzzy3"
"ukb-wes-gb-00001134","genebass","ukb-b-1044","ukb","Operative procedures - main OPCS4 (H20.9 Unspecified endoscopic extirpation of lesion of colon)","Operative procedures - main OPCS: H20.6 Fibreoptic endoscopic resection of lesion of colon NEC","all","fuzzy3"
"ukb-wes-gb-00000358","genebass","ukb-b-10586","ukb","Treatment/medication code (calcichew forte 2.5g chewable tablet)","Treatment/medication code: calcichew 1.25g chewable tablet","all","fuzzy3"
"ukb-wes-gb-00000628","genebass","ukb-b-10713","ukb","Treatment/medication code (rosiglitazone)","Treatment/medication code: loratadine","all","fuzzy3"
"ukb-wes-gb-00000347","genebass","ukb-b-10766","ukb","Treatment/medication code (stemetil 5mg tablet)","Treatment/medication code: tegretol 100mg tablet","all","fuzzy3"
"ukb-wes-gb-00000658","genebass","ukb-b-10766","ukb","Treatment/medication code (ezetrol 10mg tablet)","Treatment/medication code: tegretol 100mg tablet","all","fuzzy3"
"ukb-wes-gb-00000661","genebass","ukb-b-10766","ukb","Treatment/medication code (olmetec 10mg tablet)","Treatment/medication code: tegretol 100mg tablet","all","fuzzy3"
"ukb-wes-gb-00000662","genebass","ukb-b-10766","ukb","Treatment/medication code (telfast 30 tablet)","Treatment/medication code: tegretol 100mg tablet","all","fuzzy3"
"ukb-wes-gb-00003773","genebass","ukb-b-10787","ukb","Standing height female","Standing height","all","fuzzy3"
"ukb-wes-gb-00003774","genebass","ukb-b-10787","ukb","Standing height male","Standing height","all","fuzzy3"
"ukb-wes-gb-00001400","genebass","ukb-b-10810","ukb","Operative procedures - main OPCS4 (S13.1 Punch biopsy of lesion of skin of head or neck)","Operative procedures - main OPCS: S06.5 Excision of lesion of skin of head or neck NEC","all","fuzzy3"
"ukb-wes-gb-00001168","genebass","ukb-b-10813","ukb","Operative procedures - main OPCS4 (H56.8 Other specified other operations on anus)","Operative procedures - main OPCS: X55.8 Other specified other operations on unspecified organ","all","fuzzy3"
"ukb-wes-gb-00001213","genebass","ukb-b-10813","ukb","Operative procedures - main OPCS4 (K66.8 Other specified other operations on heart)","Operative procedures - main OPCS: X55.8 Other specified other operations on unspecified organ","all","fuzzy3"
"ukb-wes-gb-00001352","genebass","ukb-b-10813","ukb","Operative procedures - main OPCS4 (Q16.8 Other specified other vaginal operations on uterus)","Operative procedures - main OPCS: X55.8 Other specified other operations on unspecified organ","all","fuzzy3"
"ukb-wes-gb-00001619","genebass","ukb-b-10813","ukb","Operative procedures - main OPCS4 (W91.8 Other specified other manipulation of joint)","Operative procedures - main OPCS: X55.8 Other specified other operations on unspecified organ","all","fuzzy3"
"ukb-wes-gb-00001635","genebass","ukb-b-10813","ukb","Operative procedures - main OPCS4 (X35.8 Other specified other intravenous injection)","Operative procedures - main OPCS: X55.8 Other specified other operations on unspecified organ","all","fuzzy3"
"ukb-wes-gb-00002398","genebass","ukb-b-10848","ukb","Operative procedures - secondary OPCS4 (Z80.2 Metatarsal NEC)","Operative procedures - secondary OPCS: Z80.1 First metatarsal","all","fuzzy3"
"ukb-wes-gb-00002423","genebass","ukb-b-10848","ukb","Operative procedures - secondary OPCS4 (Z86.3 Tarsometatarsal joint)","Operative procedures - secondary OPCS: Z80.1 First metatarsal","all","fuzzy3"
"ukb-wes-gb-00000926","genebass","ukb-b-11297","ukb","Doctor diagnosed emphysema","Doctor diagnosed asthma","all","fuzzy3"
"ukb-wes-gb-00000563","genebass","ukb-b-11566","ukb","Treatment/medication code (calceos chewable tablet)","Treatment/medication code: calcichew d3 tablet","all","fuzzy3"
"ukb-wes-gb-00000652","genebass","ukb-b-11566","ukb","Treatment/medication code (cipralex 5mg tablet)","Treatment/medication code: calcichew d3 tablet","all","fuzzy3"
"ukb-wes-gb-00001531","genebass","ukb-b-11567","ukb","Operative procedures - main OPCS4 (W09.1 Excision of lesion of bone NEC)","Operative procedures - main OPCS: D02.1 Excision of lesion of external ear","all","fuzzy3"
"ukb-wes-gb-00000264","genebass","ukb-b-11632","ukb","Treatment/medication code (syndol tablet)","Treatment/medication code: atenolol","all","fuzzy3"
"ukb-wes-gb-00000375","genebass","ukb-b-11632","ukb","Treatment/medication code (solpadol caplet)","Treatment/medication code: atenolol","all","fuzzy3"
"ukb-wes-gb-00000619","genebass","ukb-b-11632","ukb","Treatment/medication code (actonel 5mg tablet)","Treatment/medication code: atenolol","all","fuzzy3"
"ukb-wes-gb-00001336","genebass","ukb-b-11666","ukb","Operative procedures - main OPCS4 (Q07.5 Subtotal abdominal hysterectomy)","Operative procedures - main OPCS: Q07.4 Total abdominal hysterectomy NEC","all","fuzzy3"
"ukb-wes-gb-00000027","genebass","ukb-b-11736","ukb","Non-cancer illness code, self-reported (peripheral vascular disease)","Non-cancer illness code, self-reported: meniere's disease","all","fuzzy3"
"ukb-wes-gb-00000090","genebass","ukb-b-11736","ukb","Non-cancer illness code, self-reported (peripheral nerve disorder)","Non-cancer illness code, self-reported: meniere's disease","all","fuzzy3"
"ukb-wes-gb-00000201","genebass","ukb-b-11751","ukb","Non-cancer illness code, self-reported (polio / poliomyelitis)","Non-cancer illness code, self-reported: peritonitis","all","fuzzy3"
"ukb-wes-gb-00000220","genebass","ukb-b-11751","ukb","Non-cancer illness code, self-reported (mumps / epidemic parotitis)","Non-cancer illness code, self-reported: peritonitis","all","fuzzy3"
"ukb-wes-gb-00000439","genebass","ukb-b-11878","ukb","Treatment/medication code (normacol granules)","Treatment/medication code: losartan","all","fuzzy3"
"ukb-wes-gb-00000389","genebass","ukb-b-11895","ukb","Treatment/medication code (trimethoprim)","Treatment/medication code: ramipril","all","fuzzy3"
"ukb-wes-gb-00001331","genebass","ukb-b-1190","ukb","Operative procedures - main OPCS4 (Q02.3 Cauterisation of lesion of cervix uteri)","Operative procedures - main OPCS: Q01.3 Excision of lesion of cervix uteri","all","fuzzy3"
"ukb-wes-gb-00000216","genebass","ukb-b-12040","ukb","Non-cancer illness code, self-reported (raynaud's phenomenon/disease)","Non-cancer illness code, self-reported: deep venous thrombosis (dvt)","all","fuzzy3"
"ukb-wes-gb-00000063","genebass","ukb-b-12064","ukb","Non-cancer illness code, self-reported (gall bladder disease)","Non-cancer illness code, self-reported: depression","all","fuzzy3"
"ukb-wes-gb-00000599","genebass","ukb-b-12089","ukb","Treatment/medication code (migraleve tablet)","Treatment/medication code: mebeverine","all","fuzzy3"
"ukb-wes-gb-00002068","genebass","ukb-b-12114","ukb","Operative procedures - secondary OPCS4 (X48.1 Application of plaster cast)","Operative procedures - secondary OPCS: Y82.3 Application of local anaesthetic NEC","all","fuzzy3"
"ukb-wes-gb-00000223","genebass","ukb-b-12141","ukb","Non-cancer illness code, self-reported (whooping cough / pertussis)","Non-cancer illness code, self-reported: osteoporosis","all","fuzzy3"
"ukb-wes-gb-00000840","genebass","ukb-b-12234","ukb","Operation code (cystoscopy)","Operation code: cystectomy","all","fuzzy3"
"ukb-wes-gb-00001866","genebass","ukb-b-12265","ukb","Operative procedures - secondary OPCS4 (Q03.9 Unspecified biopsy of cervix uteri)","Operative procedures - secondary OPCS: Q08.9 Unspecified vaginal excision of uterus","all","fuzzy3"
"ukb-wes-gb-00002140","genebass","ukb-b-12265","ukb","Operative procedures - secondary OPCS4 (Y22.9 Unspecified drainage of organ NOC)","Operative procedures - secondary OPCS: Q08.9 Unspecified vaginal excision of uterus","all","fuzzy3"
"ukb-wes-gb-00000400","genebass","ukb-b-12301","ukb","Treatment/medication code (nabumetone)","Treatment/medication code: salbutamol","all","fuzzy3"
"ukb-wes-gb-00000580","genebass","ukb-b-12301","ukb","Treatment/medication code (singulair 10mg tablet)","Treatment/medication code: salbutamol","all","fuzzy3"
"ukb-wes-gb-00001301","genebass","ukb-b-1233","ukb","Operative procedures - main OPCS4 (M70.8 Other specified other operations on outlet of male bladder)","Operative procedures - main OPCS: M53.8 Other specified vaginal operations to support outlet of female bladder","all","fuzzy3"
"ukb-wes-gb-00000022","genebass","ukb-b-12339","ukb","Cancer code, self-reported (thyroid cancer)","Cancer code, self-reported: skin cancer","all","fuzzy3"
"ukb-wes-gb-00001986","genebass","ukb-b-12362","ukb","Operative procedures - secondary OPCS4 (U20.2 Transoesophageal echocardiography)","Operative procedures - secondary OPCS: U20.1 Transthoracic echocardiography","all","fuzzy3"
"ukb-wes-gb-00001727","genebass","ukb-b-12483","ukb","Operative procedures - secondary OPCS4 (E06.3 Removal of packing from cavity of nose)","Operative procedures - secondary OPCS: Y03.7 Removal of prosthesis from organ NOC","all","fuzzy3"
"ukb-wes-gb-00002093","genebass","ukb-b-12483","ukb","Operative procedures - secondary OPCS4 (Y03.2 Renewal of prosthesis in organ NOC)","Operative procedures - secondary OPCS: Y03.7 Removal of prosthesis from organ NOC","all","fuzzy3"
"ukb-wes-gb-00002124","genebass","ukb-b-12483","ukb","Operative procedures - secondary OPCS4 (Y15.7 Removal of stent from organ NOC)","Operative procedures - secondary OPCS: Y03.7 Removal of prosthesis from organ NOC","all","fuzzy3"
"ukb-wes-gb-00002163","genebass","ukb-b-12499","ukb","Operative procedures - secondary OPCS4 (Y46.9 Unspecified open approach to contents of cranium)","Operative procedures - secondary OPCS: Y53.9 Unspecified approach to organ under image control","all","fuzzy3"
"ukb-wes-gb-00002206","genebass","ukb-b-12499","ukb","Operative procedures - secondary OPCS4 (Y78.9 Unspecified arteriotomy approach to organ under image control)","Operative procedures - secondary OPCS: Y53.9 Unspecified approach to organ under image control","all","fuzzy3"
"ukb-wes-gb-00000202","genebass","ukb-b-12623","ukb","Non-cancer illness code, self-reported (macular degeneration)","Non-cancer illness code, self-reported: headaches (not migraine)","all","fuzzy3"
"ukb-wes-gb-00000206","genebass","ukb-b-12623","ukb","Non-cancer illness code, self-reported (disc degeneration)","Non-cancer illness code, self-reported: headaches (not migraine)","all","fuzzy3"
"ukb-wes-gb-00000412","genebass","ukb-b-12725","ukb","Treatment/medication code (voltarol emulgel)","Treatment/medication code: salmeterol","all","fuzzy3"
"ukb-wes-gb-00000443","genebass","ukb-b-12725","ukb","Treatment/medication code (seroxat 20mg tablet)","Treatment/medication code: salmeterol","all","fuzzy3"
"ukb-wes-gb-00001804","genebass","ukb-b-12741","ukb","Operative procedures - secondary OPCS4 (L26.4 Aortography)","Operative procedures - secondary OPCS: Z27.2 Stomach","all","fuzzy3"
"ukb-wes-gb-00001912","genebass","ukb-b-12741","ukb","Operative procedures - secondary OPCS4 (S23.2 Z plasty NEC)","Operative procedures - secondary OPCS: Z27.2 Stomach","all","fuzzy3"
"ukb-wes-gb-00002283","genebass","ukb-b-12741","ukb","Operative procedures - secondary OPCS4 (Z34.2 Aortic arch)","Operative procedures - secondary OPCS: Z27.2 Stomach","all","fuzzy3"
"ukb-wes-gb-00002343","genebass","ukb-b-12741","ukb","Operative procedures - secondary OPCS4 (Z57.7 Hamstring)","Operative procedures - secondary OPCS: Z27.2 Stomach","all","fuzzy3"
"ukb-wes-gb-00002371","genebass","ukb-b-12741","ukb","Operative procedures - secondary OPCS4 (Z72.2 Scaphoid bone)","Operative procedures - secondary OPCS: Z27.2 Stomach","all","fuzzy3"
"ukb-wes-gb-00002384","genebass","ukb-b-12741","ukb","Operative procedures - secondary OPCS4 (Z76.4 Shaft of femur)","Operative procedures - secondary OPCS: Z27.2 Stomach","all","fuzzy3"
"ukb-wes-gb-00001729","genebass","ukb-b-12747","ukb","Operative procedures - secondary OPCS4 (E09.1 Excision of lesion of external nose)","Operative procedures - secondary OPCS: S06.5 Excision of lesion of skin of head or neck NEC","all","fuzzy3"
"ukb-wes-gb-00001847","genebass","ukb-b-12747","ukb","Operative procedures - secondary OPCS4 (N20.1 Excision of lesion of spermatic cord)","Operative procedures - secondary OPCS: S06.5 Excision of lesion of skin of head or neck NEC","all","fuzzy3"
"ukb-wes-gb-00001900","genebass","ukb-b-12747","ukb","Operative procedures - secondary OPCS4 (S06.3 Shave excision of lesion of skin of head or neck)","Operative procedures - secondary OPCS: S06.5 Excision of lesion of skin of head or neck NEC","all","fuzzy3"
"ukb-wes-gb-00001907","genebass","ukb-b-12747","ukb","Operative procedures - secondary OPCS4 (S13.1 Punch biopsy of lesion of skin of head or neck)","Operative procedures - secondary OPCS: S06.5 Excision of lesion of skin of head or neck NEC","all","fuzzy3"
"ukb-wes-gb-00001925","genebass","ukb-b-12747","ukb","Operative procedures - secondary OPCS4 (S47.3 Incision of lesion of skin of head or neck)","Operative procedures - secondary OPCS: S06.5 Excision of lesion of skin of head or neck NEC","all","fuzzy3"
"ukb-wes-gb-00001749","genebass","ukb-b-12762","ukb","Operative procedures - secondary OPCS4 (F10.9 Unspecified simple extraction of tooth)","Operative procedures - secondary OPCS: S06.9 Unspecified other excision of lesion of skin","all","fuzzy3"
"ukb-wes-gb-00001903","genebass","ukb-b-12762","ukb","Operative procedures - secondary OPCS4 (S06.8 Other specified other excision of lesion of skin)","Operative procedures - secondary OPCS: S06.9 Unspecified other excision of lesion of skin","all","fuzzy3"
"ukb-wes-gb-00001916","genebass","ukb-b-12762","ukb","Operative procedures - secondary OPCS4 (S27.9 Unspecified other local flap of skin)","Operative procedures - secondary OPCS: S06.9 Unspecified other excision of lesion of skin","all","fuzzy3"
"ukb-wes-gb-00000552","genebass","ukb-b-12831","ukb","Treatment/medication code (nasobec aqueous 50micrograms nasal spray)","Treatment/medication code: flixonase 50micrograms aqueous nasal spray","all","fuzzy3"
"ukb-wes-gb-00000561","genebass","ukb-b-12831","ukb","Treatment/medication code (nasacort 55micrograms aqueous nasal spray)","Treatment/medication code: flixonase 50micrograms aqueous nasal spray","all","fuzzy3"
"ukb-wes-gb-00002366","genebass","ukb-b-12877","ukb","Operative procedures - secondary OPCS4 (Z70.1 Head of radius)","Operative procedures - secondary OPCS: Z47.1 Skin of forehead","all","fuzzy3"
"ukb-wes-gb-00002381","genebass","ukb-b-12877","ukb","Operative procedures - secondary OPCS4 (Z76.1 Head of femur)","Operative procedures - secondary OPCS: Z47.1 Skin of forehead","all","fuzzy3"
"ukb-wes-gb-00001232","genebass","ukb-b-12879","ukb","Operative procedures - main OPCS4 (L84.4 Combined operations on recurrent long saphenous vein)","Operative procedures - main OPCS: L84.1 Combined operations on primary long saphenous vein","all","fuzzy3"
"ukb-wes-gb-00000368","genebass","ukb-b-12906","ukb","Treatment/medication code (arthrotec tablet)","Treatment/medication code: betnovate cream","all","fuzzy3"
"ukb-wes-gb-00000450","genebass","ukb-b-12906","ukb","Treatment/medication code (dermovate cream)","Treatment/medication code: betnovate cream","all","fuzzy3"
"ukb-wes-gb-00000451","genebass","ukb-b-12906","ukb","Treatment/medication code (eumovate cream)","Treatment/medication code: betnovate cream","all","fuzzy3"
"ukb-wes-gb-00000471","genebass","ukb-b-12906","ukb","Treatment/medication code (trimovate ointment)","Treatment/medication code: betnovate cream","all","fuzzy3"
"ukb-wes-gb-00000610","genebass","ukb-b-12906","ukb","Treatment/medication code (levetiracetam)","Treatment/medication code: betnovate cream","all","fuzzy3"
"ukb-wes-gb-00002383","genebass","ukb-b-12913","ukb","Operative procedures - secondary OPCS4 (Z76.3 Trochanter of femur)","Operative procedures - secondary OPCS: Z49.3 Skin of anterior trunk","all","fuzzy3"
"ukb-wes-gb-00002460","genebass","ukb-b-13121","ukb","Operative procedures - secondary OPCS4 (Z98.5 Long saphenous vein)","Operative procedures - secondary OPCS: Z27.1 Oesophagus","all","fuzzy3"
"ukb-wes-gb-00000308","genebass","ukb-b-13148","ukb","Treatment/medication code (flixotide 25micrograms inhaler)","Treatment/medication code: ventolin 100micrograms inhaler","all","fuzzy3"
"ukb-wes-gb-00001541","genebass","ukb-b-13151","ukb","Operative procedures - main OPCS4 (W19.4 Primary open reduction of fracture of small bone and fixation using screw)","Operative procedures - main OPCS: W20.5 Primary open reduction of fracture of ankle and extramedullary fixation NEC","all","fuzzy3"
"ukb-wes-gb-00000510","genebass","ukb-b-13248","ukb","Treatment/medication code (sodium warfarin)","Treatment/medication code: warfarin","all","fuzzy3"
"ukb-wes-gb-00000254","genebass","ukb-b-13251","ukb","Non-cancer illness code, self-reported (fracture foot)","Non-cancer illness code, self-reported: gout","all","fuzzy3"
"ukb-wes-gb-00001316","genebass","ukb-b-13276","ukb","Operative procedures - main OPCS4 (N32.1 Biopsy of lesion of penis)","Operative procedures - main OPCS: S47.2 Drainage of lesion of skin NEC","all","fuzzy3"
"ukb-wes-gb-00001403","genebass","ukb-b-13276","ukb","Operative procedures - main OPCS4 (S15.2 Biopsy of lesion of skin NEC)","Operative procedures - main OPCS: S47.2 Drainage of lesion of skin NEC","all","fuzzy3"
"ukb-wes-gb-00000006","genebass","ukb-b-13348","ukb","Cancer code, self-reported (oesophageal cancer)","Cancer code, self-reported: prostate cancer","all","fuzzy3"
"ukb-wes-gb-00001678","genebass","ukb-b-13380","ukb","Operative procedures - secondary OPCS4 (A55.9 Unspecified diagnostic spinal puncture)","Operative procedures - secondary OPCS: E36.9 Unspecified diagnostic endoscopic examination of larynx","all","fuzzy3"
"ukb-wes-gb-00000414","genebass","ukb-b-13426","ukb","Treatment/medication code (diprobase cream)","Treatment/medication code: irbesartan","all","fuzzy3"
"ukb-wes-gb-00000381","genebass","ukb-b-13478","ukb","Treatment/medication code (sodium valproate)","Treatment/medication code: citalopram","all","fuzzy3"
"ukb-wes-gb-00000437","genebass","ukb-b-13478","ukb","Treatment/medication code (calcipotriol)","Treatment/medication code: citalopram","all","fuzzy3"
"ukb-wes-gb-00000195","genebass","ukb-b-13513","ukb","Non-cancer illness code, self-reported (dyspepsia / indigestion)","Non-cancer illness code, self-reported: appendicitis","all","fuzzy3"
"ukb-wes-gb-00001101","genebass","ukb-b-13639","ukb","Operative procedures - main OPCS4 (G19.9 Unspecified diagnostic endoscopic examination of oesophagus using rigid oesophagoscope)","Operative procedures - main OPCS: H28.9 Unspecified diagnostic endoscopic examination of sigmoid colon using rigid sigmoidoscope","all","fuzzy3"
"ukb-wes-gb-00001016","genebass","ukb-b-13651","ukb","Operative procedures - main OPCS4 (C79.1 Vitrectomy using anterior approach)","Operative procedures - main OPCS: C79.2 Vitrectomy using pars plana approach","all","fuzzy3"
"ukb-wes-gb-00001966","genebass","ukb-b-13683","ukb","Operative procedures - secondary OPCS4 (T86.8 Other specified sampling of lymph nodes)","Operative procedures - secondary OPCS: Y58.8 Other specified harvest of skin for graft","all","fuzzy3"
"ukb-wes-gb-00002180","genebass","ukb-b-13683","ukb","Operative procedures - secondary OPCS4 (Y58.9 Unspecified harvest of skin for graft)","Operative procedures - secondary OPCS: Y58.8 Other specified harvest of skin for graft","all","fuzzy3"
"ukb-wes-gb-00002184","genebass","ukb-b-13683","ukb","Operative procedures - secondary OPCS4 (Y66.8 Other specified harvest of bone)","Operative procedures - secondary OPCS: Y58.8 Other specified harvest of skin for graft","all","fuzzy3"
"ukb-wes-gb-00002186","genebass","ukb-b-13683","ukb","Operative procedures - secondary OPCS4 (Y69.8 Other specified harvest of other tissue)","Operative procedures - secondary OPCS: Y58.8 Other specified harvest of skin for graft","all","fuzzy3"
"ukb-wes-gb-00001756","genebass","ukb-b-13773","ukb","Operative procedures - secondary OPCS4 (G21.8 Other specified other operations on oesophagus)","Operative procedures - secondary OPCS: Y84.8 Other specified other anaesthetic","all","fuzzy3"
"ukb-wes-gb-00001870","genebass","ukb-b-13773","ukb","Operative procedures - secondary OPCS4 (Q10.8 Other specified curettage of uterus)","Operative procedures - secondary OPCS: Y84.8 Other specified other anaesthetic","all","fuzzy3"
"ukb-wes-gb-00002014","genebass","ukb-b-13773","ukb","Operative procedures - secondary OPCS4 (W31.8 Other specified other autograft of bone)","Operative procedures - secondary OPCS: Y84.8 Other specified other anaesthetic","all","fuzzy3"
"ukb-wes-gb-00002029","genebass","ukb-b-13773","ukb","Operative procedures - secondary OPCS4 (W78.8 Other specified release of contracture of joint)","Operative procedures - secondary OPCS: Y84.8 Other specified other anaesthetic","all","fuzzy3"
"ukb-wes-gb-00002061","genebass","ukb-b-13773","ukb","Operative procedures - secondary OPCS4 (X35.8 Other specified other intravenous injection)","Operative procedures - secondary OPCS: Y84.8 Other specified other anaesthetic","all","fuzzy3"
"ukb-wes-gb-00002194","genebass","ukb-b-13773","ukb","Operative procedures - secondary OPCS4 (Y71.8 Other specified late operations NOC)","Operative procedures - secondary OPCS: Y84.8 Other specified other anaesthetic","all","fuzzy3"
"ukb-wes-gb-00000961","genebass","ukb-b-13803","ukb","Operative procedures - main OPCS4 (B08.1 Total thyroidectomy)","Operative procedures - main OPCS: J18.3 Total cholecystectomy NEC","all","fuzzy3"
"ukb-wes-gb-00002256","genebass","ukb-b-13864","ukb","Operative procedures - secondary OPCS4 (Z16.4 Eyelid)","Operative procedures - secondary OPCS: Z27.6 Ileum","all","fuzzy3"
"ukb-wes-gb-00002281","genebass","ukb-b-13864","ukb","Operative procedures - secondary OPCS4 (Z30.1 Liver)","Operative procedures - secondary OPCS: Z27.6 Ileum","all","fuzzy3"
"ukb-wes-gb-00002296","genebass","ukb-b-13864","ukb","Operative procedures - secondary OPCS4 (Z41.1 Kidney)","Operative procedures - secondary OPCS: Z27.6 Ileum","all","fuzzy3"
"ukb-wes-gb-00002393","genebass","ukb-b-13864","ukb","Operative procedures - secondary OPCS4 (Z78.4 Lateral malleolus)","Operative procedures - secondary OPCS: Z27.6 Ileum","all","fuzzy3"
"ukb-wes-gb-00000050","genebass","ukb-b-13883","ukb","Non-cancer illness code, self-reported (oesophageal disorder)","Non-cancer illness code, self-reported: haemorrhoids / piles","all","fuzzy3"
"ukb-wes-gb-00000235","genebass","ukb-b-13979","ukb","Non-cancer illness code, self-reported (fracture skull / head)","Non-cancer illness code, self-reported: fracture lower leg / ankle","all","fuzzy3"
"ukb-wes-gb-00000238","genebass","ukb-b-13979","ukb","Non-cancer illness code, self-reported (fracture clavicle / collar bone)","Non-cancer illness code, self-reported: fracture lower leg / ankle","all","fuzzy3"
"ukb-wes-gb-00000239","genebass","ukb-b-13979","ukb","Non-cancer illness code, self-reported (fracture shoulder / scapula)","Non-cancer illness code, self-reported: fracture lower leg / ankle","all","fuzzy3"
"ukb-wes-gb-00000240","genebass","ukb-b-13979","ukb","Non-cancer illness code, self-reported (fracture upper arm / humerus / elbow)","Non-cancer illness code, self-reported: fracture lower leg / ankle","all","fuzzy3"
"ukb-wes-gb-00000248","genebass","ukb-b-13979","ukb","Non-cancer illness code, self-reported (fracture neck of femur / hip)","Non-cancer illness code, self-reported: fracture lower leg / ankle","all","fuzzy3"
"ukb-wes-gb-00001354","genebass","ukb-b-14","ukb","Operative procedures - main OPCS4 (Q17.4 Endoscopic destruction of lesion of uterus NEC)","Operative procedures - main OPCS: Q17.1 Endoscopic resection of lesion of uterus","all","fuzzy3"
"ukb-wes-gb-00000416","genebass","ukb-b-14037","ukb","Treatment/medication code (docusate sodium)","Treatment/medication code: glucosamine product","all","fuzzy3"
"ukb-wes-gb-00000500","genebass","ukb-b-14037","ukb","Treatment/medication code (sodium cromoglicate)","Treatment/medication code: glucosamine product","all","fuzzy3"
"ukb-wes-gb-00000641","genebass","ukb-b-14037","ukb","Treatment/medication code (omacor 1g capsule)","Treatment/medication code: glucosamine product","all","fuzzy3"
"ukb-wes-gb-00000087","genebass","ukb-b-14210","ukb","Non-cancer illness code, self-reported (cranial nerve problem/palsy)","Non-cancer illness code, self-reported: rectal or colon adenoma/polyps","all","fuzzy3"
"ukb-wes-gb-00000260","genebass","ukb-b-1425","ukb","Treatment/medication code (senokot 7.5mg tablet)","Treatment/medication code: ginkgo forte tablet","all","fuzzy3"
"ukb-wes-gb-00000352","genebass","ukb-b-14315","ukb","Treatment/medication code (iron+folic acid)","Treatment/medication code: nicorandil","all","fuzzy3"
"ukb-wes-gb-00000370","genebass","ukb-b-14315","ukb","Treatment/medication code (indomethacin)","Treatment/medication code: nicorandil","all","fuzzy3"
"ukb-wes-gb-00000390","genebass","ukb-b-14315","ukb","Treatment/medication code (nitrofurantoin)","Treatment/medication code: nicorandil","all","fuzzy3"
"ukb-wes-gb-00000637","genebass","ukb-b-14315","ukb","Treatment/medication code (ibandronic acid)","Treatment/medication code: nicorandil","all","fuzzy3"
"ukb-wes-gb-00000109","genebass","ukb-b-14356","ukb","Non-cancer illness code, self-reported (nervous breakdown)","Non-cancer illness code, self-reported: bone disorder","all","fuzzy3"
"ukb-wes-gb-00001100","genebass","ukb-b-14372","ukb","Operative procedures - main OPCS4 (G16.9 Unspecified diagnostic fibreoptic endoscopic examination of oesophagus)","Operative procedures - main OPCS: G45.9 Unspecified diagnostic fibreoptic endoscopic examination of upper gastrointestinal tract","all","fuzzy3"
"ukb-wes-gb-00001754","genebass","ukb-b-1440","ukb","Operative procedures - secondary OPCS4 (G19.9 Unspecified diagnostic endoscopic examination of oesophagus using rigid oesophagoscope)","Operative procedures - secondary OPCS: H28.9 Unspecified diagnostic endoscopic examination of sigmoid colon using rigid sigmoidoscope","all","fuzzy3"
"ukb-wes-gb-00001234","genebass","ukb-b-14422","ukb","Operative procedures - main OPCS4 (L85.2 Ligation of short saphenous vein)","Operative procedures - main OPCS: L85.1 Ligation of long saphenous vein","all","fuzzy3"
"ukb-wes-gb-00001239","genebass","ukb-b-14422","ukb","Operative procedures - main OPCS4 (L87.1 Stripping of long saphenous vein)","Operative procedures - main OPCS: L85.1 Ligation of long saphenous vein","all","fuzzy3"
